workbook_label,workbook_file,defined_name,value,destinations,logical_area,ustaxes_files,direct_file_files,backend_files,coverage_status,notes
2024,24_1040.xlsx,FEI_Exclusion_Max,'2555'!$AE$159,"[{""sheet"": ""2555"", ""coord"": ""$AE$159""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,FEI_HousingDeduction,'2555'!$AO$405,"[{""sheet"": ""2555"", ""coord"": ""$AO$405""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,FEI_HousingDeduction1,'2555'!$AE$189,"[{""sheet"": ""2555"", ""coord"": ""$AE$189""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,FEI_HousingDeduction2,'2555'!$AE$378,"[{""sheet"": ""2555"", ""coord"": ""$AE$378""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,FEI_HousingExclusion,'2555'!$AO$404,"[{""sheet"": ""2555"", ""coord"": ""$AO$404""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,FEI_HousingExclusion1,'2555'!$AE$155,"[{""sheet"": ""2555"", ""coord"": ""$AE$155""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,FEI_HousingExclusion2,'2555'!$AE$344,"[{""sheet"": ""2555"", ""coord"": ""$AE$344""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,FEI_Tax_Worksheet,'Line 16 (QDCG Tax)'!$R$77,"[{""sheet"": ""Line 16 (QDCG Tax)"", ""coord"": ""$R$77""}]",qualified_dividend_cap_gains_tax,"[""src/forms/Y2025/irsForms/F1040.ts"", ""src/forms/Y2025/irsForms/ScheduleD.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleD.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Qualified dividends/capital gains tax worksheet.
2024,24_1040.xlsx,FEI_Tax_WS_Required,'2555'!$AO$406,"[{""sheet"": ""2555"", ""coord"": ""$AO$406""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,FEI_TW_Line2c,'Line 16 (QDCG Tax)'!$N$85,"[{""sheet"": ""Line 16 (QDCG Tax)"", ""coord"": ""$N$85""}]",qualified_dividend_cap_gains_tax,"[""src/forms/Y2025/irsForms/F1040.ts"", ""src/forms/Y2025/irsForms/ScheduleD.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleD.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Qualified dividends/capital gains tax worksheet.
2024,24_1040.xlsx,FEI_TW_Line3,'Line 16 (QDCG Tax)'!$N$87,"[{""sheet"": ""Line 16 (QDCG Tax)"", ""coord"": ""$N$87""}]",qualified_dividend_cap_gains_tax,"[""src/forms/Y2025/irsForms/F1040.ts"", ""src/forms/Y2025/irsForms/ScheduleD.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleD.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Qualified dividends/capital gains tax worksheet.
2024,24_1040.xlsx,File_Head,'1040'!$W$18,"[{""sheet"": ""1040"", ""coord"": ""$W$18""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,File_Marr_Joint,'1040'!$F$20,"[{""sheet"": ""1040"", ""coord"": ""$F$20""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,File_Marr_Sep,'1040'!$F$22,"[{""sheet"": ""1040"", ""coord"": ""$F$22""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,File_Qual_Widow,'1040'!$W$22,"[{""sheet"": ""1040"", ""coord"": ""$W$22""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,File_Single,'1040'!$F$18,"[{""sheet"": ""1040"", ""coord"": ""$F$18""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,File8960,'8960'!$Q$3,"[{""sheet"": ""8960"", ""coord"": ""$Q$3""}]",form_8960,"[""src/forms/Y2025/irsForms/F8960.ts""]","[""direct-file/backend/src/main/resources/tax/form8960.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Net investment income tax.
2024,24_1040.xlsx,FilingScheduleD,'Line 16 (QDCG Tax)'!$J$32,"[{""sheet"": ""Line 16 (QDCG Tax)"", ""coord"": ""$J$32""}]",qualified_dividend_cap_gains_tax,"[""src/forms/Y2025/irsForms/F1040.ts"", ""src/forms/Y2025/irsForms/ScheduleD.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleD.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Qualified dividends/capital gains tax worksheet.
2024,24_1040.xlsx,FilingStatusError,'1040'!$AK$9,"[{""sheet"": ""1040"", ""coord"": ""$AK$9""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,Foreign_Tax_Credit,'Sch. 3'!$AC$11,"[{""sheet"": ""Sch. 3"", ""coord"": ""$AC$11""}]",schedule_3,"[""src/forms/Y2025/irsForms/F2441.ts"", ""src/forms/Y2025/irsForms/F8863.ts"", ""src/forms/Y2025/irsForms/F5695.ts"", ""src/forms/Y2025/irsForms/F8801.ts""]","[""direct-file/backend/src/main/resources/tax/form2441.xml"", ""direct-file/backend/src/main/resources/tax/form8863.xml"", ""direct-file/backend/src/main/resources/tax/form5695.xml"", ""direct-file/backend/src/main/resources/tax/form8801.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Nonrefundable and refundable credits.
2024,24_1040.xlsx,ForeignCountry,'1040'!$B$15,"[{""sheet"": ""1040"", ""coord"": ""$B$15""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,ForeignEarnedIncome,'2555'!$AO$324,"[{""sheet"": ""2555"", ""coord"": ""$AO$324""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignEarnedIncome1,'2555'!$AO$134,"[{""sheet"": ""2555"", ""coord"": ""$AO$134""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignEarnedIncome2,'2555'!$AO$323,"[{""sheet"": ""2555"", ""coord"": ""$AO$323""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignHousingDeduction1,'2555'!$AO$189,"[{""sheet"": ""2555"", ""coord"": ""$AO$189""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignHousingDeduction2,'2555'!$AO$378,"[{""sheet"": ""2555"", ""coord"": ""$AO$378""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignHousingDeductionSpouse,'2555'!$AO$399,"[{""sheet"": ""2555"", ""coord"": ""$AO$399""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignHousingDeductionTotal,'2555'!$AM$400,"[{""sheet"": ""2555"", ""coord"": ""$AM$400""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignHousingDeductionYou,'2555'!$AM$399,"[{""sheet"": ""2555"", ""coord"": ""$AM$399""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignIncExclusion,'2555'!$AE$168,"[{""sheet"": ""2555"", ""coord"": ""$AE$168""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignIncExclusion1,'2555'!$AE$168,"[{""sheet"": ""2555"", ""coord"": ""$AE$168""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignIncExclusion2,'2555'!$AE$357,"[{""sheet"": ""2555"", ""coord"": ""$AE$357""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignIncExclusionSpouse,'2555'!$AO$387,"[{""sheet"": ""2555"", ""coord"": ""$AO$387""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignIncExclusionTotal,'2555'!$AM$388,"[{""sheet"": ""2555"", ""coord"": ""$AM$388""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignIncExclusionYou,'2555'!$AM$387,"[{""sheet"": ""2555"", ""coord"": ""$AM$387""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,ForeignPostalCode,'1040'!$W$15,"[{""sheet"": ""1040"", ""coord"": ""$W$15""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,ForeignProvince,'1040'!$O$15,"[{""sheet"": ""1040"", ""coord"": ""$O$15""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,ForeignTaxCredit_1,'1116'!$AL$133,"[{""sheet"": ""1116"", ""coord"": ""$AL$133""}]",form_1116,"[""src/forms/Y2025/irsForms/F1116.ts""]","[""direct-file/backend/src/main/resources/tax/form1116.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign tax credit.
2024,24_1040.xlsx,ForeignTaxCredit_2,'1116'!$AL$255,"[{""sheet"": ""1116"", ""coord"": ""$AL$255""}]",form_1116,"[""src/forms/Y2025/irsForms/F1116.ts""]","[""direct-file/backend/src/main/resources/tax/form1116.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign tax credit.
2024,24_1040.xlsx,ForeignTaxCredit_3,'1116'!$AL$377,"[{""sheet"": ""1116"", ""coord"": ""$AL$377""}]",form_1116,"[""src/forms/Y2025/irsForms/F1116.ts""]","[""direct-file/backend/src/main/resources/tax/form1116.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign tax credit.
2024,24_1040.xlsx,ForeignTaxPaid,'1116'!$AO$10,"[{""sheet"": ""1116"", ""coord"": ""$AO$10""}]",form_1116,"[""src/forms/Y2025/irsForms/F1116.ts""]","[""direct-file/backend/src/main/resources/tax/form1116.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign tax credit.
2024,24_1040.xlsx,ForeignTaxPaid_DIV,'1099-DIV'!$H$103,"[{""sheet"": ""1099-DIV"", ""coord"": ""$H$103""}]",1099_dividend,"[""src/forms/Y2025/irsForms/ScheduleB.ts"", ""src/forms/Y2025/irsForms/ScheduleD.ts"", ""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleB.xml"", ""direct-file/backend/src/main/resources/tax/scheduleD.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Dividend intake including qualified dividends/capital gain distributions.
2024,24_1040.xlsx,ForeignTaxPaid_F1116,'1116'!$AQ$11,"[{""sheet"": ""1116"", ""coord"": ""$AQ$11""}]",form_1116,"[""src/forms/Y2025/irsForms/F1116.ts""]","[""direct-file/backend/src/main/resources/tax/form1116.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign tax credit.
2024,24_1040.xlsx,ForeignTaxPaid_INT,'1099-INT'!$I$71,"[{""sheet"": ""1099-INT"", ""coord"": ""$I$71""}]",1099_interest,"[""src/forms/Y2025/irsForms/ScheduleB.ts"", ""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleB.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Interest income intake.
2024,24_1040.xlsx,ForeignTaxPaid_INT_DIV,'1099-DIV'!$I$92,"[{""sheet"": ""1099-DIV"", ""coord"": ""$I$92""}]",1099_dividend,"[""src/forms/Y2025/irsForms/ScheduleB.ts"", ""src/forms/Y2025/irsForms/ScheduleD.ts"", ""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleB.xml"", ""direct-file/backend/src/main/resources/tax/scheduleD.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Dividend intake including qualified dividends/capital gain distributions.
2024,24_1040.xlsx,ForeignTaxThreshold,'1116'!$AQ$10,"[{""sheet"": ""1116"", ""coord"": ""$AQ$10""}]",form_1116,"[""src/forms/Y2025/irsForms/F1116.ts""]","[""direct-file/backend/src/main/resources/tax/form1116.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign tax credit.
2024,24_1040.xlsx,Form2210_Line7,'2210'!$U$45,"[{""sheet"": ""2210"", ""coord"": ""$U$45""}]",form_2210,"[""src/forms/Y2025/irsForms/F2210.ts""]","[""direct-file/backend/src/main/resources/tax/form2210.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Underpayment of estimated tax.
2024,24_1040.xlsx,Form2555_Used,'2555'!$AM$190,"[{""sheet"": ""2555"", ""coord"": ""$AM$190""}]",form_2555,"[""src/forms/Y2025/irsForms/F2555.ts""]","[""direct-file/backend/src/main/resources/tax/form2555.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Foreign earned income exclusion.
2024,24_1040.xlsx,Form4952_Filed,'Sch. D'!$O$79,"[{""sheet"": ""Sch. D"", ""coord"": ""$O$79""}]",schedule_d,"[""src/forms/Y2025/irsForms/ScheduleD.ts"", ""src/forms/Y2025/irsForms/F8949.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleD.xml"", ""direct-file/backend/src/main/resources/tax/form8949.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Capital gains summary.
2024,24_1040.xlsx,Form4952_Line4e,'Sch. D WS'!$J$79,"[{""sheet"": ""Sch. D WS"", ""coord"": ""$J$79""}]",schedule_d_worksheet,"[""src/forms/Y2025/irsForms/ScheduleD.ts"", ""src/forms/Y2025/irsForms/F8949.ts"", ""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleD.xml"", ""direct-file/backend/src/main/resources/tax/form8949.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Capital gain tax and carryover worksheet.
2024,24_1040.xlsx,Form4952_Line4g,'Sch. D WS'!$J$78,"[{""sheet"": ""Sch. D WS"", ""coord"": ""$J$78""}]",schedule_d_worksheet,"[""src/forms/Y2025/irsForms/ScheduleD.ts"", ""src/forms/Y2025/irsForms/F8949.ts"", ""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleD.xml"", ""direct-file/backend/src/main/resources/tax/form8949.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Capital gain tax and carryover worksheet.
2024,24_1040.xlsx,Form8863,'1040'!$J$89,"[{""sheet"": ""1040"", ""coord"": ""$J$89""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,Form8960_Threshhold,'8960'!$N$45,"[{""sheet"": ""8960"", ""coord"": ""$N$45""}]",form_8960,"[""src/forms/Y2025/irsForms/F8960.ts""]","[""direct-file/backend/src/main/resources/tax/form8960.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Net investment income tax.
2024,24_1040.xlsx,GenSalesTaxCheckBox,'Sch. A'!$K$24,"[{""sheet"": ""Sch. A"", ""coord"": ""$K$24""}]",schedule_a,"[""src/forms/Y2025/irsForms/ScheduleA.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleA.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Itemized deductions.
2024,24_1040.xlsx,Hawaii,'1040'!$BE$8,"[{""sheet"": ""1040"", ""coord"": ""$BE$8""}]",form_1040,"[""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/form1040SR.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Primary return and totals.
2024,24_1040.xlsx,HouseholdEmpTaxes,'Sch. 2'!#REF!,"[{""sheet"": ""Sch. 2"", ""coord"": """"}]",schedule_2,"[""src/forms/Y2025/irsForms/F6251.ts"", ""src/forms/Y2025/irsForms/F8959.ts"", ""src/forms/Y2025/irsForms/F8960.ts"", ""src/forms/Y2025/irsForms/F8801.ts""]","[""direct-file/backend/src/main/resources/tax/form6251.xml"", ""direct-file/backend/src/main/resources/tax/form8959.xml"", ""direct-file/backend/src/main/resources/tax/form8960.xml"", ""direct-file/backend/src/main/resources/tax/form8801.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Additional taxes.
2024,24_1040.xlsx,HSA_Deduct,'Sch. 1'!$AC$63,"[{""sheet"": ""Sch. 1"", ""coord"": ""$AC$63""}]",schedule_1,"[""src/forms/Y2025/irsForms/Schedule1.ts""]",[],"[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",missing_direct_file_mapping,Additional income and adjustments.
2024,24_1040.xlsx,Interest_Inc,'Sch. B'!$I$43,"[{""sheet"": ""Sch. B"", ""coord"": ""$I$43""}]",schedule_b,"[""src/forms/Y2025/irsForms/ScheduleB.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleB.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Interest and dividends.
2024,24_1040.xlsx,InvExpDIV,'1099-DIV'!$H$102,"[{""sheet"": ""1099-DIV"", ""coord"": ""$H$102""}]",1099_dividend,"[""src/forms/Y2025/irsForms/ScheduleB.ts"", ""src/forms/Y2025/irsForms/ScheduleD.ts"", ""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleB.xml"", ""direct-file/backend/src/main/resources/tax/scheduleD.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Dividend intake including qualified dividends/capital gain distributions.
2024,24_1040.xlsx,InvExpINT,'1099-INT'!$I$70,"[{""sheet"": ""1099-INT"", ""coord"": ""$I$70""}]",1099_interest,"[""src/forms/Y2025/irsForms/ScheduleB.ts"", ""src/forms/Y2025/irsForms/F1040.ts""]","[""direct-file/backend/src/main/resources/tax/scheduleB.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Interest income intake.
2024,24_1040.xlsx,IRA_CONV_SPOUSE,'1099-R'!$O$31,"[{""sheet"": ""1099-R"", ""coord"": ""$O$31""}]",1099_r,"[""src/forms/Y2025/irsForms/F1040.ts"", ""src/forms/Y2025/irsForms/F8606.ts""]","[""direct-file/backend/src/main/resources/tax/form8606.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Retirement distributions and basis interactions.
2024,24_1040.xlsx,IRA_CONV_TAXABLE_SPOUSE,'1099-R'!$O$32,"[{""sheet"": ""1099-R"", ""coord"": ""$O$32""}]",1099_r,"[""src/forms/Y2025/irsForms/F1040.ts"", ""src/forms/Y2025/irsForms/F8606.ts""]","[""direct-file/backend/src/main/resources/tax/form8606.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Retirement distributions and basis interactions.
2024,24_1040.xlsx,IRA_CONV_TAXABLE_YOU,'1099-R'!$O$5,"[{""sheet"": ""1099-R"", ""coord"": ""$O$5""}]",1099_r,"[""src/forms/Y2025/irsForms/F1040.ts"", ""src/forms/Y2025/irsForms/F8606.ts""]","[""direct-file/backend/src/main/resources/tax/form8606.xml""]","[""backend-cloudflare/src/services/taxCalculationService.ts"", ""backend-cloudflare/src/services/appSessionService.ts""]",mapped,Retirement distributions and basis interactions.
